sku,name,category_id,category_name,stock,b2b_price,site_price_est,sales_count,oem,has_image,image_count,path,source_id
424713.C,VOLVO KOMPLE PİSTONLU KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,125,2530.0,3339.6,0.0,"20554755 , MLF7098 , MLF7098",False,0,/volvo-komple-pistonlu-koruk-p15692,15692
424156.C,Fruehauf,suspansiyon-korugu,Süspansiyon Körüğü,30,2530.0,3339.6,0.0,,False,0,/fruehauf-p15671,15671
426420.S,Volvo,suspansiyon-korugu,Süspansiyon Körüğü,11,1430.0,1887.6,0.0,"20582213S , 21961448S",True,3,/volvo-p15650,15650
424884.S02,Man Tga,suspansiyon-korugu,Süspansiyon Körüğü,109,1685.0,2224.2,0.0,"81436006055 , 81436010174",True,1,/man-tga-p15642,15642
424159.S,Smb / Fruehauf KÖRÜK LASTİK,suspansiyon-korugu,Süspansiyon Körüğü,54,1760.0,2323.2,0.0,MLF7015,True,1,/smb-fruehauf-koruk-lastik-p15631,15631
FX-3120,FRENCOO TGS KALİPER TM TK FULL SET,kaliper-tamir-takimi,Kaliper Tamir Takımı,2,6850.0,9042.0,0.0,,True,1,/frencoo-tgs-kaliper-tm-tk-full-set-p15236,15236
FX-3110,FRENCOO MAN TGS KALİPER TM.TK.SET,kaliper-tamir-takimi,Kaliper Tamir Takımı,2,6850.0,9042.0,0.0,,True,1,/frencoo-man-tgs-kaliper-tm-tk-set-p15235,15235
BK 04 1624,BAYKAR 16/24 D/P DİSK İMDAT FREN KÖRÜĞÜ SOL,fren-korugu,Fren Körüğü,3,4500.0,5940.0,0.0,,True,1,/baykar-16-24-d-p-disk-imdat-fren-korugu-sol-p15234,15234
BK 12 1624,BAYKAR 16/24 D/P DİSK İMDAT FREN KÖRÜK KISA (SOL),fren-korugu,Fren Körüğü,1,4500.0,5940.0,0.0,,True,1,/baykar-16-24-d-p-disk-imdat-fren-koruk-kisa-sol-p15232,15232
EYD 100 67,20 Nolu Körük Lastiği Derin,fren-korugu,Fren Körüğü,657,142.2,187.7,0.0,,True,3,/20-nolu-koruk-lastigi-derin-p15164,15164
EYD 100 61,20 Nolu Körük Lastiği,fren-korugu,Fren Körüğü,330,131.1,173.05,0.0,,True,3,/20-nolu-koruk-lastigi-p15163,15163
EYD 100 39,24 Nolu Körük Lastiği,fren-korugu,Fren Körüğü,564,136.8,180.58,0.0,,True,3,/24-nolu-koruk-lastigi-p15065,15065
42810.C1,SÜSP.KÖRÜK KOMPLE 4 SAPLAMALI,suspansiyon-korugu,Süspansiyon Körüğü,3,2640.0,3484.8,0.0,016010,False,0,/susp-koruk-komple-4-saplamali-p15059,15059
42722.S,LASTİK BMC KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,28,1760.0,2323.2,0.0,,False,0,/lastik-bmc-koruk-p15058,15058
42810.S1,SÜSP.KÖRÜK LASTİK 4 SAPLAMALI,suspansiyon-korugu,Süspansiyon Körüğü,88,1595.0,2105.4,0.0,,True,1,/susp-koruk-lastik-4-saplamali-p15057,15057
426318.CP,Komple Körük Plastik Piston,suspansiyon-korugu,Süspansiyon Körüğü,6,2255.0,2976.6,4.0,"US06318F , 550025981, 016512 , 1244666",True,1,/komple-koruk-plastik-piston-p15048,15048
50-5276,Masura Bilya Yatağı Tamir Takımı,kaliper-tamir-takimi,Kaliper Tamir Takımı,4,1250.0,1650.0,0.0,,True,1,/masura-bilya-yatagi-tamir-takimi-p15001,15001
30-3697,FRENCO MASURA RULMAN YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,9,1335.0,1762.2,0.0,,True,1,/frenco-masura-rulman-yatagi-p14967,14967
30-3750,FRENCO KALİPER TAMİR TAKIMI,kaliper,Kaliper,10,1620.0,2138.4,0.0,640 222 928 2,True,1,/frenco-kaliper-tamir-takimi-p14966,14966
424390.S1,Pistonsuz Körük,suspansiyon-korugu,Süspansiyon Körüğü,97,1405.0,1854.6,0.0,9423280001,True,1,/pistonsuz-koruk-p14952,14952
FX-2010,FRENCO KALİPER TM.TK.,kaliper-tamir-takimi,Kaliper Tamir Takımı,1,7600.0,10032.0,0.0,,True,1,/frenco-kaliper-tm-tk-p14939,14939
PWR-5041,PWR DİSK BALATA SCANIA Y.M. (WAV 29331),fren-balatasi,Fren Balatası,28,2014.55,2659.21,0.0,29331,True,1,/pwr-disk-balata-scania-y-m-wav-29331-p14928,14928
42322/1-300,Disk Balatası (29195),fren-balatasi,Fren Balatası,150,1560.0,2059.2,0.0,29175 - 29195,True,1,/disk-balatasi-29195-p14915,14915
EYD 206 14,Mercedes Pabuç Makarası,fren-pabucu,Fren Pabucu,90,192.5,254.1,0.0,,False,0,/mercedes-pabuc-makarasi-p14767,14767
W4491731200,EBS ANA HAT KABLOSU 12 MT.,ebs-modulator,EBS Modülatör,5,4000.0,5280.0,0.0,,True,1,/ebs-ana-hat-kablosu-12-mt-p14741,14741
10-1099,FRENCOO SENSÖR KAPAĞI,kaliper-tamir-takimi-frenco,Kaliper Tamir Takımı (Frenco),1,900.0,1188.0,0.0,,True,1,/frencoo-sensor-kapagi-p14734,14734
421167-1,Kaliper Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,6,705.0,930.6,0.0,,True,3,/kaliper-perno-tamir-takimi-p14630,14630
42197/2-255,Disk Balatası (29088),fren-balatasi,Fren Balatası,1,1440.0,1900.8,0.0,29088,True,1,/disk-balatasi-29088-p14628,14628
FX-3140,FRENCOO KALİPER TAMİR TAKIMI AROX SOL,kaliper,Kaliper,6,6450.0,8514.0,0.0,,True,1,/frencoo-kaliper-tamir-takimi-arox-sol-p14600,14600
422211.P02,Katlı Körük Civatalı,suspansiyon-korugu,Süspansiyon Körüğü,261,880.0,1161.6,0.0,,False,0,/katli-koruk-civatali-p14567,14567
424154.CP05,Komple Körük Plastik Piston,suspansiyon-korugu,Süspansiyon Körüğü,1,2420.0,3194.4,0.0,5010488071,True,1,/komple-koruk-plastik-piston-p14555,14555
10-1284,FRENCOO KALİPER RULMAN YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,2,850.0,1122.0,0.0,,True,1,/frencoo-kaliper-rulman-yatagi-p14477,14477
30.08002,PORYA KAPAĞI SCANIA TAKIM,porya,Porya,31,330.0,435.6,0.0,,True,3,/porya-kapagi-scania-takim-p14473,14473
ESP.16.16.02,PORYA,porya,Porya,5,8050.0,10626.0,0.0,"0327280140, 0327280100, 0327280190",True,1,/porya-p14370,14370
42317/1-300,Disk Balatası,fren-balatasi,Fren Balatası,25,1660.0,2191.2,0.0,29228,True,1,/disk-balatasi-p14293,14293
42182/1-300,Disk Balatası (29087),fren-balatasi,Fren Balatası,141,1560.0,2059.2,0.0,29042 - 29108 - 29087 - 29106 - 29109 - 29163 - 29179 - 29201 - 29202 - 29061,True,1,/disk-balatasi-29087-p14291,14291
42182/2-300,Disk Balatası,fren-balatasi,Fren Balatası,4,1920.0,2534.4,0.0,29042 - 29108 - 29087 - 29106 - 29109 - 29163 - 29179 - 29201 - 29202 - 29061,True,1,/disk-balatasi-p14269,14269
424028.C02,TASLI KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,30,2150.0,2838.0,0.0,"015323 , MLF8176",True,1,/tasli-koruk-p14254,14254
424183.C01,Komple Körük Metal Piston,suspansiyon-korugu,Süspansiyon Körüğü,58,2585.0,3412.2,6.0,"9423202221 , 9423206821",True,1,/komple-koruk-metal-piston-p14248,14248
424183.S1,Pistonsuz Körük,suspansiyon-korugu,Süspansiyon Körüğü,220,1625.0,2145.0,0.0,(B) E1/E2,True,1,/pistonsuz-koruk-p14247,14247
8115,24/24 D/P DİSK KÖRÜĞÜ İVECO TİPİ,fren-korugu,Fren Körüğü,124,3025.0,3993.0,0.0,,False,0,/24-24-d-p-disk-korugu-iveco-tipi-p14242,14242
8114,20/24 D/P DİSK KÖRÜK İVECO TİPİ,fren-korugu,Fren Körüğü,36,3025.0,3993.0,0.0,,False,0,/20-24-d-p-disk-koruk-iveco-tipi-p14241,14241
8112,24/16 D/P DİSK KÖRÜK SCANIA,fren-korugu,Fren Körüğü,139,2850.0,3762.0,0.0,8682644620466,True,2,/24-16-d-p-disk-koruk-scania-p14239,14239
8102,24/30 D/P (M22) FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,245,2850.0,3762.0,0.0,8682644620367,True,1,/24-30-d-p-m22-fren-korugu-p14237,14237
42836.S2,Pistonsuz Körük,suspansiyon-korugu,Süspansiyon Körüğü,11,1680.0,2217.6,0.0,0513982,True,1,/pistonsuz-koruk-p14149,14149
424157.S,Pistonsuz Körük,suspansiyon-korugu,Süspansiyon Körüğü,4,1870.0,2468.4,0.0,,True,1,/pistonsuz-koruk-p14146,14146
424157.CP05,Komple Körük Plastik Piston,suspansiyon-korugu,Süspansiyon Körüğü,9,2475.0,3267.0,0.0,"21222442 , CF152721",True,1,/komple-koruk-plastik-piston-p14144,14144
42310/2-292,Disk Balatası (29173-29203-29272),fren-balatasi,Fren Balatası,152,1620.0,2138.4,0.0,29173 - 29203 - 29272,True,1,/disk-balatasi-29173-29203-29272-p14143,14143
ESP.16.04.04,PORYA BPW DİSKLİ Y.M.,porya,Porya,3,5175.0,6831.0,0.0,0327243410,True,1,/porya-bpw-diskli-y-m-p14123,14123
42314/2-300,Fren Disk Balatası (29244),fren-balatasi,Fren Balatası,38,1420.0,1874.4,0.0,29244,True,1,/fren-disk-balatasi-29244-p14117,14117
42284/2-293,Disk Balatası (29174),fren-balatasi,Fren Balatası,19,1620.0,2138.4,0.0,29174,True,1,/disk-balatasi-29174-p14116,14116
40-4120,FRENCOO KALİPER TAMİR TAKIMI,kaliper,Kaliper,1,2100.0,2772.0,0.0,93299,True,1,/frencoo-kaliper-tamir-takimi-p14013,14013
20-2390,FRENCOO KALİPER TAMİR TAKIMI,kaliper,Kaliper,8,1750.0,2310.0,0.0,"MCK1116, 1489197, 85102094, AMMCK1116, 5021202776, 1489197, STRMCK1116",True,1,/frencoo-kaliper-tamir-takimi-p14010,14010
EF-4497230300,EBS UZATMA KABLOSU WABCO 3 MT,ebs-modulator,EBS Modülatör,58,550.0,726.0,0.0,,True,1,/ebs-uzatma-kablosu-wabco-3-mt-p13726,13726
EYD 91 21,Disk Montaj Seti,fren-diski,Fren Diski,363,414.0,546.48,0.0,,True,2,/disk-montaj-seti-p13659,13659
42200/2-290,Disk Balatası,fren-balatasi,Fren Balatası,37,1440.0,1900.8,0.0,29094-29095 - 29197,True,1,/disk-balatasi-p13657,13657
426418.C,Komple Körük Metal Piston,suspansiyon-korugu,Süspansiyon Körüğü,58,2145.0,2831.4,0.0,"20582214 , 20374511 , 20374511",True,1,/komple-koruk-metal-piston-p13646,13646
30-3699,MAXX22 BALATA İTİCİ PLEYT SOL,fren-balatasi,Fren Balatası,1,950.0,1254.0,0.0,,True,1,/maxx22-balata-itici-pleyt-sol-p13409,13409
30-3690,MAXX22 RULMAN YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,8,1241.0,1638.12,0.0,,True,1,/maxx22-rulman-yatagi-p13403,13403
30-3688,MAXX22 PİSTON KAPAĞI,kaliper-tamir-takimi-maxx22,Kaliper Tamir Takımı (Maxx22),8,525.0,693.0,0.0,640 322 650 4,True,1,/maxx22-piston-kapagi-p13401,13401
30-3682,MAXX22 AYAR TAŞIYICI MEKANİZMALI SET MAN TGX,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,6,1975.0,2607.0,0.0,,True,1,/maxx22-ayar-tasiyici-mekanizmali-set-man-tgx-p13398,13398
30-3681,MAXX22 AYAR TAŞIYICI MEKANİZMALI SET MAN TGS,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,1975.0,2607.0,0.0,,True,1,/maxx22-ayar-tasiyici-mekanizmali-set-man-tgs-p13397,13397
20-2431,DUCO AYAR MEKANİZMASI TM TK SOL,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,10,3050.0,4026.0,0.0,"MCK1236, 3092262",True,1,/duco-ayar-mekanizmasi-tm-tk-sol-p13335,13335
20-2430,DUCO AYAR MEKANİZMASI TM TK SAĞ,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,6,3050.0,4026.0,0.0,"MCK1237, 3092263, CMSK.3.10",True,1,/duco-ayar-mekanizmasi-tm-tk-sag-p13334,13334
20-2256,DUCO RULMAN YATAK SACI,kaliper-tamir-takimi-duco,Kaliper Tamir Takımı (Duco),10,746.0,984.72,0.0,,True,1,/duco-rulman-yatak-saci-p13328,13328
10-1261,SL7 SM7 BALATA TUTUTCU,fren-balatasi,Fren Balatası,45,202.0,266.64,0.0,"K000129, II19712004, II30679004, II197120061, 0004202682, 0501211049, 6274200186, 6274200188, 36508226001, 36508226005, 1448911,",True,1,/sl7-sm7-balata-tututcu-p13236,13236
10-1208,SN6-7 SK7 KALİPER GÖVDE TAPASI 45 MM.,kaliper,Kaliper,10,329.0,434.28,0.0,,True,1,/sn6-7-sk7-kaliper-govde-tapasi-45-mm-p13220,13220
10-1207,SN6-7 SK7 KALİPER GÖVDE TAPASI 42 MM.,kaliper,Kaliper,10,329.0,434.28,0.0,,True,1,/sn6-7-sk7-kaliper-govde-tapasi-42-mm-p13219,13219
10-1194,SB5- 3 KABLOLU SENSÖR&KAPAK (12-160 MN TGL İÇİN),kaliper-tamir-takimi-wabco,Kaliper Tamir Takımı (Wabco),1,974.16,1285.89,0.0,,True,1,/sb5-3-kablolu-sensor-kapak-12-160-mn-tgl-icin-p13217,13217
10-1094,SB5 SENSÖRSÜZ KAPAK,kaliper-kapak-conta,Kaliper Kapak/Conta,5,400.0,528.0,0.0,,True,1,/sb5-sensorsuz-kapak-p13208,13208
10-1090,SB5 SENSÖRSÜZ KAPAK,kaliper-kapak-conta,Kaliper Kapak/Conta,1,300.0,396.0,0.0,,True,1,/sb5-sensorsuz-kapak-p13207,13207
20-2620,ELSA2-195 AYAR DİŞLİSİ SOL,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,448.0,591.36,0.0,,True,1,/elsa2-195-ayar-dislisi-sol-p13062,13062
ESPKİT.08.10,PORYA CARGO 3238 ÖN YM BİLYALI,porya,Porya,1,10000.0,13200.0,0.0,9C461106AA,True,1,/porya-cargo-3238-on-ym-bilyali-p13018,13018
FX-3130,KALİPER TAMİR TAKIMI AROX SAĞ,kaliper,Kaliper,4,6450.0,8514.0,0.0,,True,1,/kaliper-tamir-takimi-arox-sag-p12877,12877
424915.S,Renault Premıum,suspansiyon-korugu,Süspansiyon Körüğü,18,2200.0,2904.0,0.0,5001855856,False,0,/renault-premium-p12495,12495
ESP.22.04.02,PORYA SERTEL S-1,porya,Porya,3,4255.0,5616.6,0.0,,False,0,/porya-sertel-s-1-p12408,12408
30-3755,FRENCOO MAXX22T AYAR TAŞIYICI MEKANİZMALI SET,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,1975.0,2607.0,0.0,,True,1,/frencoo-maxx22t-ayar-tasiyici-mekanizmali-set-p12184,12184
FX-1080,AXOR SET YENİ MODEL,kaliper-tamir-takimi,Kaliper Tamir Takımı,1,4150.0,5478.0,0.0,,True,1,/axor-set-yeni-model-p11973,11973
PWR-5030,DİSK BALATASI 29256,fren-balatasi,Fren Balatası,2,1422.655,1877.9,0.0,29256,True,1,/disk-balatasi-29256-p11910,11910
30-3582,PAN22-1 BALATA İTİCİ PLEYTİ (SAĞ),fren-balatasi,Fren Balatası,1,875.0,1155.0,0.0,,True,1,/pan22-1-balata-itici-pleyti-sag-p11705,11705
20-2609,ELSA2 RADIAL ALÜMİNYUM KAPAK TK,kaliper-tamir-takimi-elsa,Kaliper Tamir Takımı (Elsa),1,4350.0,5742.0,0.0,,True,1,/elsa2-radial-aluminyum-kapak-tk-p11614,11614
PWR-5029,PWR DİSK BALATASI MERS.AROCS Y.M. 29315,fren-balatasi,Fren Balatası,48,1937.795,2557.89,17.0,29315,True,1,/pwr-disk-balatasi-mers-arocs-y-m-29315-p7113,7113
PWR-5028,PWR DİSK BALATASI SCANIA Y.M.,fren-balatasi,Fren Balatası,73,2176.5525,2873.05,0.0,29332,True,1,/pwr-disk-balatasi-scania-y-m-p7112,7112
PWR-5027,DİSK BALATA SCHMİTZ (29328),fren-balatasi,Fren Balatası,15,2103.2375,2776.27,0.0,29328,True,1,/disk-balata-schmitz-29328-p7111,7111
PWR-5022,BALATA MAN TGAX (29252 / 29253),fren-balatasi,Fren Balatası,6,2070.1275,2732.57,0.0,29253,True,1,/balata-man-tgax-29252-29253-p7106,7106
PWR-5020,BALATA MAN TGAX (29279),fren-balatasi,Fren Balatası,29,2105.065,2778.69,0.0,29279,True,1,/balata-man-tgax-29279-p7104,7104
PWR-5019,BALATA RENAULT 220 ÖN-ARKA (29141 / 29142),fren-balatasi,Fren Balatası,8,1823.7375,2407.33,0.0,29141,True,1,/balata-renault-220-on-arka-29141-29142-p7103,7103
PWR-5018,BALATA SAF DİNGİL (29195),fren-balatasi,Fren Balatası,168,1868.135,2465.94,0.0,29195,True,1,/balata-saf-dingil-29195-p7102,7102
PWR-5017,BALATA MAN-İVECO-OTOKAR (29115),fren-balatasi,Fren Balatası,22,1667.6475,2201.29,0.0,29115,True,1,/balata-man-iveco-otokar-29115-p7101,7101
PWR-5016,BALATA MERCEDES/IVECO/MAN/RENAULT (29030),fren-balatasi,Fren Balatası,17,2173.435,2868.93,0.0,29030,True,1,/balata-mercedes-iveco-man-renault-29030-p7100,7100
PWR-5015,BALATA RENAULT MAGNUM DORSE (29169),fren-balatasi,Fren Balatası,20,1861.47,2457.14,0.0,29169,True,1,/balata-renault-magnum-dorse-29169-p7099,7099
PWR-5014,BALATA RENAULT TRUCK /VOLVO 440 (29173),fren-balatasi,Fren Balatası,36,1798.69,2374.27,0.0,29173,True,1,/balata-renault-truck-volvo-440-29173-p7098,7098
PWR-5013,BALATA YENİ BPW BÜYÜK (29228),fren-balatasi,Fren Balatası,382,2037.34,2689.29,5.0,29228,True,1,/balata-yeni-bpw-buyuk-29228-p7097,7097
PWR-5012,BALATA YENİ BPW KÜÇÜK (29227),fren-balatasi,Fren Balatası,30,1948.0075,2571.37,0.0,29227,True,1,/balata-yeni-bpw-kucuk-29227-p7096,7096
PWR-5011,BALATA REN.MİD.270/PRE 370/420 /MAGNUM DXI (29131-29156),fren-balatasi,Fren Balatası,33,2263.09,2987.28,0.0,29131,True,1,/balata-ren-mid-270-pre-370-420-magnum-dxi-29131-29156-p7095,7095
PWR-5010,BALATA SAF DİNGİL (29162),fren-balatasi,Fren Balatası,27,2021.43,2668.29,0.0,29162,True,1,/balata-saf-dingil-29162-p7094,7094
PWR-5009,BALATA SAF JUMBO DİNGİL (29159 / 29126),fren-balatasi,Fren Balatası,38,1762.57,2326.59,0.0,29159,True,1,/balata-saf-jumbo-dingil-29159-29126-p7093,7093
PWR-5008,BALATA VOLVO FH12 420 SERİSİ (29125),fren-balatasi,Fren Balatası,26,2081.2,2747.18,0.0,29125,True,1,/balata-volvo-fh12-420-serisi-29125-p7092,7092
PWR-5007,BALATA RENAULT PREMIUM 430/440/450/460 DXI (29174),fren-balatasi,Fren Balatası,123,1975.7425,2607.98,0.0,29174,True,1,/balata-renault-premium-430-440-450-460-dxi-29174-p7091,7091
PWR-5006,BALATA AXOR DİSK ARKA Y.M. (29244 / 29245),fren-balatasi,Fren Balatası,19,1928.0125,2544.98,0.0,29244,True,1,/balata-axor-disk-arka-y-m-29244-29245-p7090,7090
PWR-5005,BALATA AXOR DİSK ÖN Y.M. (29246 / 29247),fren-balatasi,Fren Balatası,125,2119.47,2797.7,0.0,29246,True,1,/balata-axor-disk-on-y-m-29246-29247-p7089,7089
PWR-5004,BALATA AXOR DİSK E.M. (29087),fren-balatasi,Fren Balatası,46,1950.265,2574.35,0.0,29087,True,1,/balata-axor-disk-e-m-29087-p7088,7088
PWR-5002,BALATA KOGEL-BPW DİNGİL (29171),fren-balatasi,Fren Balatası,42,1844.27,2434.44,0.0,29171,True,1,/balata-kogel-bpw-dingil-29171-p7086,7086
PWR-5001,BALATA BPW DİNGİL JUMBO-ATEGO (29165-29166),fren-balatasi,Fren Balatası,79,1752.035,2312.69,5.0,29165,True,1,/balata-bpw-dingil-jumbo-atego-29165-29166-p7085,7085
PWR-5000,BALATA FRUEHAUF DORSE BPW DİNGİL (29167),fren-balatasi,Fren Balatası,340,1950.265,2574.35,0.0,29167,True,1,/balata-fruehauf-dorse-bpw-dingil-29167-p7084,7084
ESP.18.14,PORYA SOĞUTMALI Y.M (88'LİK),porya,Porya,22,5980.0,7893.6,0.0,"3307304500, 1307304510, 3307304502",True,1,/porya-sogutmali-y-m-88-lik-p6684,6684
ESP.18.13,PORYA,porya,Porya,3,6210.0,8197.2,0.0,"3307305600, 3307305601, 03307305603",True,1,/porya-p6683,6683
ESP.18.10,SAF DİSKLİ PORYA (82'LİK),porya,Porya,48,5980.0,7893.6,0.0,"3307303000, 3307303001",True,1,/saf-diskli-porya-82-lik-p6680,6680
ESP.18.09.01,JANT FLANŞI SAF,porya,Porya,1,4025.0,5313.0,0.0,"1146200100, 1146200402, 1146200401",True,1,/jant-flansi-saf-p6678,6678
ESP.16.29,PORYA 12 TONLUK PİLOT AXL-AKKAR BPW TİPİ (147 bilya),porya,Porya,5,4830.0,6375.6,0.0,,False,0,/porya-12-tonluk-pilot-axl-akkar-bpw-tipi-147-bilya-p6659,6659
ESP.16.04.02,PORYA BPW DİSKLİ 9 TON PLOT,porya,Porya,1,5405.0,7134.6,0.0,"0327230990, 0980106670",True,1,/porya-bpw-diskli-9-ton-plot-p6619,6619
ESP.16.01.04,PORYA BPW JUMBO ÇAKMA,porya,Porya,10,4255.0,5616.6,0.0,0327227480,True,1,/porya-bpw-jumbo-cakma-p6610,6610
ESP.09.08,PORYA IVECO CERLİ ÇEKİCİ,porya,Porya,1,7360.0,9715.2,0.0,"42104692, 42104691",True,1,/porya-iveco-cerli-cekici-p6575,6575
ESP.08.08,PORYA 35/30 KARGO ÇEKİCİ,porya,Porya,4,5750.0,7590.0,0.0,A333K4561,True,1,/porya-35-30-kargo-cekici-p6567,6567
ESP.08.07,PORYA 3230 CARGO ÖN,porya,Porya,1,5635.0,7438.2,0.0,"98CT1106, 9C451K002AA, DC461104",True,1,/porya-3230-cargo-on-p6566,6566
ESP.07.13,PORYA PRO 522 KAMPANALI ÖN,porya,Porya,1,4255.0,5616.6,0.0,"81357010176, 36357010000",True,1,/porya-pro-522-kampanali-on-p6558,6558
ESP.07.04,PORYA 220/26 DEV 822/827 ÖN,porya,Porya,1,5980.0,7893.6,0.0,7K87702M,True,1,/porya-220-26-dev-822-827-on-p6551,6551
ESP.07.02,PORYA 162/25 FATİH ÇEKİCİ,porya,Porya,1,7705.0,10170.6,0.0,7 KA 12558,True,2,/porya-162-25-fatih-cekici-p6549,6549
ESP.04.06,PORYA DAF CF75 ÖN,porya,Porya,1,8165.0,10777.8,0.0,"1818004, 1699327, 1691621",True,1,/porya-daf-cf75-on-p6521,6521
ESP.02.27,CERLİ ÇEKİCİ PORYA,porya,Porya,1,6095.0,8045.4,0.0,"81357006150, 81357006154, 8357006136, 81357010174",True,1,/cerli-cekici-porya-p6499,6499
ESP.02.12,PORYA 33/372-32/270 MAN ÖN,porya,Porya,1,5060.0,6679.2,0.0,"81443010146, 81443013146",True,1,/porya-33-372-32-270-man-on-p6487,6487
ESP.02.10,PORYA 26/230-26/270 CERLİ ÇEKİ,porya,Porya,1,7360.0,9715.2,0.0,81357010141,True,1,/porya-26-230-26-270-cerli-ceki-p6485,6485
ESP.01.43.01,PORYA ATEGO DİSKLİ ÖN FLANŞLI,porya,Porya,2,3105.0,4098.6,0.0,9753300544,True,1,/porya-atego-diskli-on-flansli-p6467,6467
ESP.01.39.01,PORYA AXOR DİSKLİ ÖN FLANŞLI,porya,Porya,14,4485.0,5920.2,2.0,9433340945,True,1,/porya-axor-diskli-on-flansli-p6463,6463
ESP.01.35,PORYA MERCEDES DİSKLİ DİNGİL,porya,Porya,1,5980.0,7893.6,0.0,"9463560401, 9463560501",True,1,/porya-mercedes-diskli-dingil-p6459,6459
ESP.01.02,PORYA 1840-1848 AXOR ÖN,porya,Porya,1,6325.0,8349.0,0.0,"9423341201, 9423340701, 9423341501, 9423340201",True,1,/porya-1840-1848-axor-on-p6426,6426
EYD 92 04,SAF DORSE KOVAN SOMUNU KÜÇÜK SAĞ,somun-civata,Somun / Cıvata,144,315.0,415.8,0.0,,True,2,/saf-dorse-kovan-somunu-kucuk-sag-p5556,5556
EYD 92 03,SAF DORSE KOVAN SOMUNU KÜÇÜK SOL,somun-civata,Somun / Cıvata,147,315.0,415.8,0.0,,False,0,/saf-dorse-kovan-somunu-kucuk-sol-p5555,5555
EYD 92 02,SAF DORSE KOVAN SOMUNU BÜYÜK SAĞ,somun-civata,Somun / Cıvata,14,350.0,462.0,0.0,,True,3,/saf-dorse-kovan-somunu-buyuk-sag-p5554,5554
EYD 92 01,SAF DORSE KOVAN SOMUNU BÜYÜK SOL,somun-civata,Somun / Cıvata,41,350.0,462.0,0.0,,True,2,/saf-dorse-kovan-somunu-buyuk-sol-p5553,5553
EYD 91 27,SCANIA ABS DİŞLİSİ ÖN SAÇ,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,17,215.0,283.8,2.0,1442300,True,3,/scania-abs-dislisi-on-sac-p5551,5551
EYD 91 23-1,ATEGO ABS DİŞLİSİ ARKA Y.M.,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,23,230.0,303.6,0.0,9733561015,True,2,/atego-abs-dislisi-arka-y-m-p5550,5550
EYD 91 23,ATEGO ABS DİŞLİSİ ARKA,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,3,255.0,336.6,0.0,9703560415,True,1,/atego-abs-dislisi-arka-p5549,5549
EYD 91 19,DORSE 170*192*16 ABS DİŞLİSİ,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,54,400.0,528.0,0.0,,True,3,/dorse-170-192-16-abs-dislisi-p5547,5547
EYD 91 18,DORSE 168*192*16 ABS DİŞLİSİ,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,49,400.0,528.0,0.0,,True,3,/dorse-168-192-16-abs-dislisi-p5546,5546
EYD 91 15,VOLVO RENAULT 440 ABS DİŞLİSİ / ARKA,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,120,400.0,528.0,0.0,20424109,True,3,/volvo-renault-440-abs-dislisi-arka-p5543,5543
EYD 91 14,VOLVO RENAULT 440 ABS DİŞLİSİ / ÖN,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,1,350.0,462.0,0.0,20392016,True,3,/volvo-renault-440-abs-dislisi-on-p5542,5542
EYD 91 13,CARGO ABS DİŞLİSİ / ARKA,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,50,725.0,957.0,0.0,,True,3,/cargo-abs-dislisi-arka-p5541,5541
EYD 91 11,SAF DORSE ABS DİŞLİSİ,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,12,185.0,244.2,0.0,4029106300,True,3,/saf-dorse-abs-dislisi-p5539,5539
EYD 91 10-1,AXOR ABS DİŞLİSİ ARKA Y-M,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,32,250.0,330.0,0.0,9423560515,True,3,/axor-abs-dislisi-arka-y-m-p5538,5538
EYD 91 10,AXOR ABS DİŞLİSİ E.M / ARKA,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,48,250.0,330.0,0.0,9423560715,True,1,/axor-abs-dislisi-e-m-arka-p5537,5537
