"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"90","kampana-sertel-l4-jumbo-g18-b26-esk-161-02-ekersan","KAMPANA SERTEL L4 JUMBO G18-B26","ESK 161 02","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","11","4413.51","https://frenciniz.com/urun/90/kampana-sertel-l4-jumbo-g18-b26-esk-161-02-ekersan"
"91","kampana-sertel-k-4-420-200-246-cakma-687-porya-t-4-esk-160-87-ekersan","KAMPANA SERTEL K-4 420-200-246 ÇAKMA 687 (PORYA T-4)","ESK 160 87","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","381","5346.48","https://frenciniz.com/urun/91/kampana-sertel-k-4-420-200-246-cakma-687-porya-t-4-esk-160-87-ekersan"
"92","kampana-osman-koc-k-1-10-delik-esk-160-82-ekersan","KAMPANA OSMAN KOÇ K-1 (10 DELİK)","ESK 160 82","K01","Ekersan","Fren Kampanası","KAMPANA","122","6168.27","https://frenciniz.com/urun/92/kampana-osman-koc-k-1-10-delik-esk-160-82-ekersan"
"93","kampana-bpw-20-cm-sikma-somunlu-esk-160-74-ekersan","KAMPANA BPW 20 CM SIKMA SOMUNLU","ESK 160 74","310677570-310977160-310977770","Ekersan","Fren Kampanası","KAMPANA","20","5615.26","https://frenciniz.com/urun/93/kampana-bpw-20-cm-sikma-somunlu-esk-160-74-ekersan"
"94","fren-kampanasi-esk-160-61-ekersan","Fren Kampanası","ESK 160 61","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","94","6083.19","https://frenciniz.com/urun/94/fren-kampanasi-esk-160-61-ekersan"
"95","kampana-42-22-dorse-sikma-sertel-t-5-em-g28-b28-esk-160-53-ekersan","KAMPANA 42*22 DORSE SIKMA SERTEL T-5  EM G28-B28","ESK 160 53","2812","Ekersan","Fren Kampanası","KAMPANA","254","6168.27","https://frenciniz.com/urun/95/kampana-42-22-dorse-sikma-sertel-t-5-em-g28-b28-esk-160-53-ekersan"
"96","kampana-altinordu-jumbo-g180-10-delik-alti-duz-esk-160-32-ekersan","KAMPANA ALTINORDU JUMBO G180 10 DELİK ALTI DÜZ","ESK 160 32","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","30","4083.82","https://frenciniz.com/urun/96/kampana-altinordu-jumbo-g180-10-delik-alti-duz-esk-160-32-ekersan"
"97","fren-kampanasi-esk-160-29-s-ekersan","Fren Kampanası","ESK 160 29-S","52809","Ekersan","Fren Kampanası","KAMPANA","1278","4950.09","https://frenciniz.com/urun/97/fren-kampanasi-esk-160-29-s-ekersan"
"98","fren-kampanasi-esk-160-27-ekersan","Fren Kampanası","ESK 160 27","OK-JK-19.5(2806)","Ekersan","Fren Kampanası","KAMPANA","87","4083.82","https://frenciniz.com/urun/98/fren-kampanasi-esk-160-27-ekersan"
"99","fren-kampanasi-ror-meritor-esk-160-22-ekersan","Fren Kampanası ROR Meritor","ESK 160 22","21220183-22222978-22224179","Ekersan","Fren Kampanası","KAMPANA","8","5625.89","https://frenciniz.com/urun/99/fren-kampanasi-ror-meritor-esk-160-22-ekersan"
"100","kampana-360-cap-ror-jumbo-somunlu-esk-160-21-ekersan","KAMPANA 360 ÇAP ROR JUMBO SOMUNLU","ESK 160 21","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","37","4509.22","https://frenciniz.com/urun/100/kampana-360-cap-ror-jumbo-somunlu-esk-160-21-ekersan"
"101","fren-kampanasi-bpw-ecoplus-esk-160-18-ekersan","Fren Kampanası BPW ECOPlus","ESK 160 18","310967820 , 310967130","Ekersan","Fren Kampanası","KAMPANA","41","4998.42","https://frenciniz.com/urun/101/fren-kampanasi-bpw-ecoplus-esk-160-18-ekersan"
"102","fren-kampanasi-bpw-ecoplus-esk-160-17-ekersan","Fren Kampanası BPW ECOPlus","ESK 160 17","310967190","Ekersan","Fren Kampanası","KAMPANA","123","4998.42","https://frenciniz.com/urun/102/fren-kampanasi-bpw-ecoplus-esk-160-17-ekersan"
"103","kampana-bpw-orjinal-290-6-delik-esk-160-15-ekersan","KAMPANA BPW ORJINAL (290) 6 DELİK","ESK 160 15","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","10","5296.21","https://frenciniz.com/urun/103/kampana-bpw-orjinal-290-6-delik-esk-160-15-ekersan"
"104","fren-kampanasi-iveco-eurocargo-stralis-esk-160-12-ekersan","Fren Kampanası Iveco Eurocargo Stralis","ESK 160 12","A1561800-AJA0489001-AJA0489002-1014079-1561800-3127017189-489002-489001-AJA0595001-21419","Ekersan","Fren Kampanası","KAMPANA","47","6380.97","https://frenciniz.com/urun/104/fren-kampanasi-iveco-eurocargo-stralis-esk-160-12-ekersan"
"105","kampana-otokar-sultan-e-m-on-esk-150-05-ekersan","KAMPANA OTOKAR SULTAN E.M. ÖN","ESK 150 05","13C0521 AD - 13C25 - 05109AA - 132505109","Ekersan","Fren Kampanası","KAMPANA","24","4392.24","https://frenciniz.com/urun/105/kampana-otokar-sultan-e-m-on-esk-150-05-ekersan"
"106","kampana-otokar-sultan-y-m-on-arka-esk-150-04-ekersan","KAMPANA OTOKAR SULTAN Y.M.ÖN-ARKA","ESK 150 04","13C00 050021 AD","Ekersan","Fren Kampanası","KAMPANA","4","4253.98","https://frenciniz.com/urun/106/kampana-otokar-sultan-y-m-on-arka-esk-150-04-ekersan"
"107","fren-kampanasi-renault-midlum-premium-magnum-esk-140-03-k-ekersan","Fren Kampanası Renault Midlum Premium Magnum","ESK 140 03-K","5010098949","Ekersan","Fren Kampanası","KAMPANA","24","6721.29","https://frenciniz.com/urun/107/fren-kampanasi-renault-midlum-premium-magnum-esk-140-03-k-ekersan"
"108","fren-kampanasi-renault-midlum-premium-magnum-esk-140-03-ekersan","Fren Kampanası Renault Midlum Premium Magnum","ESK 140 03","5010098949","Ekersan","Fren Kampanası","KAMPANA","250","6721.29","https://frenciniz.com/urun/108/fren-kampanasi-renault-midlum-premium-magnum-esk-140-03-ekersan"
"109","fren-kampanasi-esk-140-01-ekersan","Fren Kampanası","ESK 140 01","194435-189937","Ekersan","Fren Kampanası","KAMPANA","39","6147","https://frenciniz.com/urun/109/fren-kampanasi-esk-140-01-ekersan"
"110","fren-kampanasi-esk-110-25-ekersan","Fren Kampanası","ESK 110 25","1075306 , 21451966","Ekersan","Fren Kampanası","KAMPANA","96","6636.21","https://frenciniz.com/urun/110/fren-kampanasi-esk-110-25-ekersan"
"111","fren-kampanasi-esk-110-23-ekersan","Fren Kampanası","ESK 110 23","1075310","Ekersan","Fren Kampanası","KAMPANA","201","7954.95","https://frenciniz.com/urun/111/fren-kampanasi-esk-110-23-ekersan"
"112","fren-kampanasi-bmc-no-5205p42706m-1-esk-110-22-ekersan","Fren Kampanası BMC NO: 5205P42706M-1","ESK 110 22","7421451973-7420713927-20713927-21508812-21451967-21094123-3171747-1075309","Ekersan","Fren Kampanası","KAMPANA","316","7487.01","https://frenciniz.com/urun/112/fren-kampanasi-bmc-no-5205p42706m-1-esk-110-22-ekersan"
"113","fren-kampanasi-esk-100-01-ekersan","Fren Kampanası","ESK 100 01","365579","Ekersan","Fren Kampanası","KAMPANA","91","8210.19","https://frenciniz.com/urun/113/fren-kampanasi-esk-100-01-ekersan"
"114","fren-kampanasi-esk-090-02-ekersan","Fren Kampanası","ESK 090 02","360573-1414435","Ekersan","Fren Kampanası","KAMPANA","228","9060.98","https://frenciniz.com/urun/114/fren-kampanasi-esk-090-02-ekersan"
"115","kampana-mitsubishi-635-fuso-on-arka-esk-080-10-ekersan","KAMPANA MITSUBISHI 635 FUSO ÖN-ARKA","ESK 080 10","MC 838284","Ekersan","Fren Kampanası","KAMPANA","24","2807.63","https://frenciniz.com/urun/115/kampana-mitsubishi-635-fuso-on-arka-esk-080-10-ekersan"
"116","kampana-mitsubishi-449-on-arka-esk-080-06-ekersan","KAMPANA MITSUBISHI 449 ÖN-ARKA","ESK 080 06","MC 112024","Ekersan","Fren Kampanası","KAMPANA","12","3020.33","https://frenciniz.com/urun/116/kampana-mitsubishi-449-on-arka-esk-080-06-ekersan"
"117","fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-05-ekersan","Fren Kampanası Mitsubishi Canter Fuso Isuzu NPR NQR","ESK 080 05","MK 321338","Ekersan","Fren Kampanası","KAMPANA","15","3020.33","https://frenciniz.com/urun/117/fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-05-ekersan"
"118","fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-04-ekersan","Fren Kampanası Mitsubishi Canter Fuso Isuzu NPR NQR","ESK 080 04","MC 828885","Ekersan","Fren Kampanası","KAMPANA","25","5530.18","https://frenciniz.com/urun/118/fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-04-ekersan"
"119","fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-03-ekersan","Fren Kampanası Mitsubishi Canter Fuso Isuzu NPR NQR","ESK 080 03","MC 828296","Ekersan","Fren Kampanası","KAMPANA","45","5998.12","https://frenciniz.com/urun/119/fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-080-03-ekersan"
"120","fren-kampanasi-esk-070-05-ekersan","Fren Kampanası","ESK 070 05","27777258002, 277772158001, 277.772.158.0-01","Ekersan","Fren Kampanası","KAMPANA","150","3743.5","https://frenciniz.com/urun/120/fren-kampanasi-esk-070-05-ekersan"
"121","kampana-isuzu-nqr-nor-turkuaz-on-arka-em-esk-070-03-ekersan","KAMPANA ISUZU NQR NOR TURKUAZ ÖN-ARKA EM","ESK 070 03","8971020011-51","Ekersan","Fren Kampanası","KAMPANA","267","3470.86","https://frenciniz.com/urun/121/kampana-isuzu-nqr-nor-turkuaz-on-arka-em-esk-070-03-ekersan"
"122","fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-070-02-ekersan","Fren Kampanası Mitsubishi Canter Fuso Isuzu NPR NQR","ESK 070 02","894121376107","Ekersan","Fren Kampanası","KAMPANA","122","3084.14","https://frenciniz.com/urun/122/fren-kampanasi-mitsubishi-canter-fuso-isuzu-npr-nqr-esk-070-02-ekersan"
"123","fren-kampanasi-iveco-eurocargo-stralis-esk-060-32-ekersan","Fren Kampanası Iveco Eurocargo Stralis","ESK 060 32","7183050","Ekersan","Fren Kampanası","KAMPANA","30","7487.01","https://frenciniz.com/urun/123/fren-kampanasi-iveco-eurocargo-stralis-esk-060-32-ekersan"
"124","fren-kampanasi-iveco-eurocargo-eurotech-stralis-esk-060-08-ekersan","Fren Kampanası Iveco Eurocargo Eurotech Stralis","ESK 060 08","7172079","Ekersan","Fren Kampanası","KAMPANA","2","6721.29","https://frenciniz.com/urun/124/fren-kampanasi-iveco-eurocargo-eurotech-stralis-esk-060-08-ekersan"
"125","fren-kampanasi-iveco-eurocargo-eurotech-stralis-esk-060-07-ekersan","Fren Kampanası Iveco Eurocargo Eurotech Stralis","ESK 060 07","7172329","Ekersan","Fren Kampanası","KAMPANA","20","6636.21","https://frenciniz.com/urun/125/fren-kampanasi-iveco-eurocargo-eurotech-stralis-esk-060-07-ekersan"
"126","fren-kampanasi-iveco-eurocargo-stralis-esk-060-06-ekersan","Fren Kampanası Iveco Eurocargo Stralis","ESK 060 06","42118427","Ekersan","Fren Kampanası","KAMPANA","57","6721.29","https://frenciniz.com/urun/126/fren-kampanasi-iveco-eurocargo-stralis-esk-060-06-ekersan"
"127","kampana-35-9-65-9-m23-m24-iveco-esk-060-02-ekersan","KAMPANA 35-9 65-9-M23-M24 İVECO","ESK 060 02","7160035","Ekersan","Fren Kampanası","KAMPANA","2","2807.63","https://frenciniz.com/urun/127/kampana-35-9-65-9-m23-m24-iveco-esk-060-02-ekersan"
"128","kampana-85-12-75-12-m29-iveco-esk-060-01-ekersan","KAMPANA 85-12  75-12  M29 İVECO","ESK 060 01","4715419","Ekersan","Fren Kampanası","KAMPANA","21","2871.44","https://frenciniz.com/urun/128/kampana-85-12-75-12-m29-iveco-esk-060-01-ekersan"
"129","kampana-as26200-26235-32260-on-esk-050-07-ekersan","KAMPANA AS26200-26235-32260 ÖN","ESK 050 07","18345T","Ekersan","Fren Kampanası","KAMPANA","21","5742.88","https://frenciniz.com/urun/129/kampana-as26200-26235-32260-on-esk-050-07-ekersan"
"130","kampana-as-950-26200-arka-esk-050-03-ekersan","KAMPANA AS 950-26200 ARKA","ESK 050 03","23504 T","Ekersan","Fren Kampanası","KAMPANA","18","5583.35","https://frenciniz.com/urun/130/kampana-as-950-26200-arka-esk-050-03-ekersan"
"131","kampana-as-900-arka-esk-050-01-ekersan","KAMPANA AS 900 ARKA","ESK 050 01","4833T","Ekersan","Fren Kampanası","KAMPANA","39","5583.35","https://frenciniz.com/urun/131/kampana-as-900-arka-esk-050-01-ekersan"
"132","kampana-cargo-4142-4136-4139-3936-3536-arka-cerli-cift-ceker-esk-040-13-ekersan","KAMPANA CARGO 4142-4136-4139-3936-3536 ARKA CERLİ ÇİFT ÇEKER","ESK 040 13","9C461126AD","Ekersan","Fren Kampanası","KAMPANA","16","7423.2","https://frenciniz.com/urun/132/kampana-cargo-4142-4136-4139-3936-3536-arka-cerli-cift-ceker-esk-040-13-ekersan"
"133","fren-kampanasi-ford-cargo-1833-1846-2532-3232-esk-040-12-ekersan","Fren Kampanası Ford Cargo 1833 1846 2532 3232","ESK 040 12","9C46-1125-AB","Ekersan","Fren Kampanası","KAMPANA","1180","6678.75","https://frenciniz.com/urun/133/fren-kampanasi-ford-cargo-1833-1846-2532-3232-esk-040-12-ekersan"
"134","kampana-cargo-2524-2530-3230-3235-seri-tirtirli-3430-on-esk-040-11-ekersan","KAMPANA CARGO 2524-2530-3230 3235 SERİ TIRTIRLI 3430 ÖN","ESK 040 11","6C46 1126-AC","Ekersan","Fren Kampanası","KAMPANA","147","6997.8","https://frenciniz.com/urun/134/kampana-cargo-2524-2530-3230-3235-seri-tirtirli-3430-on-esk-040-11-ekersan"
"135","kampana-2524-3227-3230-on-arka-esk-040-09-ekersan","KAMPANA 2524-3227-3230 ÖN-ARKA","ESK 040 09","7C46 1125 AA","Ekersan","Fren Kampanası","KAMPANA","363","5370.65","https://frenciniz.com/urun/135/kampana-2524-3227-3230-on-arka-esk-040-09-ekersan"
"136","kampana-2520-intercoll-on-esk-040-06-ekersan","KAMPANA 2520 İNTERCOLL ÖN","ESK 040 06","85DB1125AB","Ekersan","Fren Kampanası","KAMPANA","19","5370.65","https://frenciniz.com/urun/136/kampana-2520-intercoll-on-esk-040-06-ekersan"
"137","kampana-2520-intercoll-arka-esk-040-05-ekersan","KAMPANA 2520 İNTERCOLL ARKA","ESK 040 05","85DB1126AA","Ekersan","Fren Kampanası","KAMPANA","103","5370.65","https://frenciniz.com/urun/137/kampana-2520-intercoll-arka-esk-040-05-ekersan"
"138","kampana-turbo-cargo-on-esk-040-04-ekersan","KAMPANA TURBO CARGO ÖN","ESK 040 04","82DB1125AA","Ekersan","Fren Kampanası","KAMPANA","10","5370.65","https://frenciniz.com/urun/138/kampana-turbo-cargo-on-esk-040-04-ekersan"
"139","kampana-turbo-cargo-2517-arka-18-cm-esk-040-02-ekersan","KAMPANA TURBO CARGO 2517 ARKA 18 CM","ESK 040 02","6119230","Ekersan","Fren Kampanası","KAMPANA","2","4892.08","https://frenciniz.com/urun/139/kampana-turbo-cargo-2517-arka-18-cm-esk-040-02-ekersan"
"140","fren-kampanasi-bmc-no-e72012052-1-esk-030-16-ekersan","FREN KAMPANASI (BMC NO: E72012052-1)","ESK 030 16","51RS401276A","Ekersan","Fren Kampanası","KAMPANA","2","3137.31","https://frenciniz.com/urun/140/fren-kampanasi-bmc-no-e72012052-1-esk-030-16-ekersan"
"141","kampana-bmc-m-3000-pikap-on-arka-esk-030-15-ekersan","KAMPANA BMC M 3000 PİKAP ÖN-ARKA","ESK 030 15","566346","Ekersan","Fren Kampanası","KAMPANA","6","3030.96","https://frenciniz.com/urun/141/kampana-bmc-m-3000-pikap-on-arka-esk-030-15-ekersan"
"142","kampana-522-profesyonel-f-r-esk-030-13-ekersan","KAMPANA 522 PROFESYONEL F-R","ESK 030 13","57RS302616UB","Ekersan","Fren Kampanası","KAMPANA","62","5264.3","https://frenciniz.com/urun/142/kampana-522-profesyonel-f-r-esk-030-13-ekersan"
"143","kampana-pro-940-270-fatih-f-r-sogutmali-22-cm-esk-030-12-ekersan","KAMPANA PRO 940/270 FATİH F-R SOĞUTMALI 22 CM","ESK 030 12","5K 60512","Ekersan","Fren Kampanası","KAMPANA","23","6763.83","https://frenciniz.com/urun/143/kampana-pro-940-270-fatih-f-r-sogutmali-22-cm-esk-030-12-ekersan"
"144","kampana-170-fatih-f-r-esk-030-11-ekersan","KAMPANA 170 FATİH F-R","ESK 030 11","5K 56770","Ekersan","Fren Kampanası","KAMPANA","12","6274.62","https://frenciniz.com/urun/144/kampana-170-fatih-f-r-esk-030-11-ekersan"
"145","kampana-220-26-dev-822-827-pro-20-cm-esk-030-08-ekersan","KAMPANA 220.26 DEV-822-827 PRO 20 CM","ESK 030 08","5K 16448","Ekersan","Fren Kampanası","KAMPANA","537","6083.19","https://frenciniz.com/urun/145/kampana-220-26-dev-822-827-pro-20-cm-esk-030-08-ekersan"
"146","fren-kampanasi-bmc-no-5k88968m-esk-030-05-ekersan","Fren Kampanası BMC NO: 5K88968M","ESK 030 05","518782 - 5K88962M - 5K88968 - 5K59690","Ekersan","Fren Kampanası","KAMPANA","74","6147","https://frenciniz.com/urun/146/fren-kampanasi-bmc-no-5k88968m-esk-030-05-ekersan"
"147","kampana-200-26-int-ince-flans-esk-030-04-ekersan","KAMPANA 200.26 İNT.İNCE FLANŞ","ESK 030 04","5K 18782","Ekersan","Fren Kampanası","KAMPANA","14","6274.62","https://frenciniz.com/urun/147/kampana-200-26-int-ince-flans-esk-030-04-ekersan"
"148","kampana-162-22-162-25-on-arka-esk-030-01-ekersan","KAMPANA 162.22-162.25 ÖN-ARKA","ESK 030 01","K8C1008","Ekersan","Fren Kampanası","KAMPANA","5","5402.56","https://frenciniz.com/urun/148/kampana-162-22-162-25-on-arka-esk-030-01-ekersan"
"149","kampana-12-153-man-dingil-esk-020-09-ekersan","KAMPANA 12-153 MAN DİNGİL","ESK 020 09","","Ekersan","Fren Kampanası","KAMPANA","9","4892.08","https://frenciniz.com/urun/149/kampana-12-153-man-dingil-esk-020-09-ekersan"
"150","fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-07-ekersan","Fren Kampanası MAN TGA TGS TGX TGM","ESK 020 07","81501100118 , 81501100213 , 81501100242","Ekersan","Fren Kampanası","KAMPANA","42","6147","https://frenciniz.com/urun/150/fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-07-ekersan"
"151","fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-05-ekersan","Fren Kampanası MAN TGA TGS TGX TGM","ESK 020 05","81501100232","Ekersan","Fren Kampanası","KAMPANA","1087","5360.02","https://frenciniz.com/urun/151/fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-05-ekersan"
"152","fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-03-ekersan","Fren Kampanası MAN TGA TGS TGX TGM","ESK 020 03","81501100144","Ekersan","Fren Kampanası","KAMPANA","837","5508.91","https://frenciniz.com/urun/152/fren-kampanasi-man-tga-tgs-tgx-tgm-esk-020-03-ekersan"
"153","fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-41-ekersan","Fren Kampanası Mercedes Actros Axor Atego SK","ESK 010 41","6584210001","Ekersan","Fren Kampanası","KAMPANA","299","5827.96","https://frenciniz.com/urun/153/fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-41-ekersan"
"154","kampana-1517-ateco-dingil-esk-010-22-ekersan","KAMPANA 1517 ATECO DİNGİL","ESK 010 22","Fren Kampanası","Ekersan","Fren Kampanası","KAMPANA","7","4892.08","https://frenciniz.com/urun/154/kampana-1517-ateco-dingil-esk-010-22-ekersan"
"155","kampana-2521-2524-kamyon-ilave-dingil-esk-010-12-ekersan","KAMPANA 2521-2524 KAMYON İLAVE DİNGİL","ESK 010 12","6174230201","Ekersan","Fren Kampanası","KAMPANA","19","5360.02","https://frenciniz.com/urun/155/kampana-2521-2524-kamyon-ilave-dingil-esk-010-12-ekersan"
"156","kampana-2521-2524-3031-kamyon-on-18-cm-esk-010-11-ekersan","KAMPANA 2521-2524-3031 KAMYON ÖN 18 CM","ESK 010 11","6244210201","Ekersan","Fren Kampanası","KAMPANA","107","5360.02","https://frenciniz.com/urun/156/kampana-2521-2524-3031-kamyon-on-18-cm-esk-010-11-ekersan"
"157","kampana-2517-2521-kamyon-arka-ozel-22-cm-axl-g30-b28-esk-010-09-ekersan","KAMPANA 2517-2521 KAMYON ARKA (ÖZEL) 22 CM AXL G30-B28","ESK 010 09","3604230101","Ekersan","Fren Kampanası","KAMPANA","103","6295.89","https://frenciniz.com/urun/157/kampana-2517-2521-kamyon-arka-ozel-22-cm-axl-g30-b28-esk-010-09-ekersan"
"158","fren-kampanasi-2622-2517-kamyon-on-esk-010-08-ekersan","Fren Kampanası 2622 -2517 Kamyon ÖN","ESK 010 08","3054210401 , 3054210101","Ekersan","Fren Kampanası","KAMPANA","71","4753.83","https://frenciniz.com/urun/158/fren-kampanasi-2622-2517-kamyon-on-esk-010-08-ekersan"
"159","fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-05-ekersan","Fren Kampanası Mercedes Actros Axor Atego SK","ESK 010 05","3014230001 , 3014231201","Ekersan","Fren Kampanası","KAMPANA","94","6997.8","https://frenciniz.com/urun/159/fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-05-ekersan"
"160","fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-01-ekersan","Fren Kampanası Mercedes Actros Axor Atego SK","ESK 010 01","3464230501","Ekersan","Fren Kampanası","KAMPANA","77","6136.37","https://frenciniz.com/urun/160/fren-kampanasi-mercedes-actros-axor-atego-sk-esk-010-01-ekersan"
"161","fren-diski-kogel-krone-esd-220-02-ekersan","Fren Diski Kögel Krone","ESD 220 02","9267086 - 6604261","Ekersan","Fren Diski","DİSK","53","5360.02","https://frenciniz.com/urun/161/fren-diski-kogel-krone-esd-220-02-ekersan"
"162","valx-dingil-treyler-fren-diski-esd-220-01-ekersan","VALX DİNGİL TREYLER FREN DİSKİ","ESD 220 01","50390001","Ekersan","Fren Diski","DİSK","82","5360.02","https://frenciniz.com/urun/162/valx-dingil-treyler-fren-diski-esd-220-01-ekersan"
"163","mitsubishi-euro-5-on-fren-diski-esd-170-04-ekersan","MITSUBISHI EURO 5 ÖN FREN DİSKİ","ESD 170 04","MK584503Y","Ekersan","Fren Diski","DİSK","18","3243.66","https://frenciniz.com/urun/163/mitsubishi-euro-5-on-fren-diski-esd-170-04-ekersan"
"164","mitsubishi-metropol-arka-otokar-doruk-arka-abs-li-fren-diski-090-17-np-0613-esd-170-01-ekersan","MITSUBISHI METROPOL ARKA/OTOKAR DORUK ARKA ABS'Lİ FREN DİSKİ (090 17) (NP-0613)","ESD 170 01","16F00-05-248AA","Ekersan","Fren Diski","DİSK","50","4519.86","https://frenciniz.com/urun/164/mitsubishi-metropol-arka-otokar-doruk-arka-abs-li-fren-diski-090-17-np-0613-esd-170-01-ekersan"
"165","fren-diski-abs-li-bmc-no-57rs305298-1-esd-160-06-ekersan","Fren Diski ABS'li ( BMC NO: 57RS305298-1)","ESD 160 06","Fren Diski","Ekersan","Fren Diski ABS'li","DİSK","51","6032.92","https://frenciniz.com/urun/165/fren-diski-abs-li-bmc-no-57rs305298-1-esd-160-06-ekersan"
"166","bmc-on-fren-diski-16-delik-bmc-no-57rs307931-1-esd-160-05-ekersan","BMC ÖN FREN DİSKİ 16 DELİK BMC NO: 57RS307931-1","ESD 160 05","57RS307931M","Ekersan","Fren Diski","DİSK","31","5636.53","https://frenciniz.com/urun/166/bmc-on-fren-diski-16-delik-bmc-no-57rs307931-1-esd-160-05-ekersan"
